42,Dying,Hole,225,"I am so dumbJust beam me upI\'ve had it all foreverI\'ve had enoughRemember, you promised meI\'m dying, I\'m dying, pleaseI want to, I need to beUnder your skinOur love is quicksandSo easy to drownThey steal the gravity, yeahFrom moving groundRemember, you promised meI\'m dying, I\'m dying, pleaseI want to, I need to beUnder your skinAnd now I understandYou leave with everythingYou leave with everything I amWitheringAnd now I know that love is deadYou\'ve come to bury meThere\'s nothing left here to pretendAnythingRemember, you promised meI\'m dying, I\'m dying, pleaseI want to, I need to beUnder your skinI\'m dying, I\'m dying, pleaseI\'m dying, I\'m dying, pleaseI\'m dying, I\'m dying, pleaseUnder your skinUnder your skin"
43,Dying In The Sun,The Cranberries,211,Dying In The Sunthe cranberriesDo you rememberThe things we used to say?I feel so nervousWhen I think of yesterdayHow could I let thingsGet to me so bad?How did I let things get to me?Like dying in the sunLike dying in the sunLike dying in the sunLike dying...Like dying in the sunLike dying in the sunLike dying in the sunLike dying...Will you hold on to meI am feeling frailWill you hold on to meWe will never failI wanted to be so perfect you seeI wanted to be so perfectLike dying in the sunLike dying in the sunLike dying in the sunLike dying...Like dying in the sunLike dying in the sunLike dying in the sunLike dying...
44,Elizabeth On The Bathroom Floor,Eels,129,Laying on the bathroom floorKitty licks my cheek once moreAnd I could tryBut waking up is harder when you wanna dieWalters on the telephoneTelling him I am not at homecause I think I am goingTo a place where Im always highMy name elizabethisMy life is shit and piss
45,England Made Me,Black Box Recorder,243,"I trapped a spider underneath the glassI kept it for a week to see how long he lastHe stared right back of meHe thought that he could winWe played the waiting gameHe thought that I give inEngland made meEngland made meI had a dream last night, that I was drunkI killed the stranger, and left him in a trunkIn Brighton railway stationIt was an unsolved caseA famous murder mysteryPeople love mysteryEngland made meEngland made meEngland made meEngland made meI need my privacy, I lead a secret lifeSleep with the enemy, and betray both sidesI travelled all my life, but never got awayFrom the killing jar, and it got me sickEngland made meEngland made meEngland made meEngland made meEngland made meEngland made meEngland made me@Sukh"
46,Even Heaven Cries,Monrose,240,There are Times when you feelThat you don't know where you fit inSo you hideWhat is realEven when it hurts to pretendTo be the one that you thinkEverybody wants you to beNo one seeThe one you really areBut you don't have to hide your heartCause nothing but you needs to changeSometimes it might seems hardAnd your whole world falls apartJust know that when you feel that wayEven heaven criesEverybody criesIt's okay to doubtYourself sometimesYou don't have to be afraidof what you fear insideIt's alright (it's alright)Cause even heaven cries...When you look on the mireAnd you don't see picture perfectWhat they sayBreak your heartAnd make you feelYou're not worth itAlle Wanna disappearHide the tearsStill play and make believeSo no one seeYeeaahThe one you really areBut you don't have to hide your heartyour mire count that in everywaysometimes it might seem hardand your whole world falls apartJust know that when you hear the rainEven heaven criesEverybody criesIt's okay to doubtYourself sometimesYou don't have to be afraidof what you fear insideIt's alright (it's alright)Cause even heaven cries...No you're not aloneDon't be ashamedto let your feelings showYou should realizeyou're special who you areIn time you're gonna see(haa)hahahahaa(haa)hahahahaa(haa)hahahahaa(haa)hahaa(woohohoo)(haa)hahahahaa(haa)hahahahaaDon't you realizeThat even heaven criesEverybody criesIt's okay to doubtYourself sometimesYou don't have to be afraidof what you fear insideIt's alright (it's alright)Cause even heaven cries...Everybody criesIt's okay to doubtYourself sometimesYou don't have to be afraidof what you fear insideIt's alright (it's alright)Cause even heaven cries
47,Everything Will Flow,Suede,270,"Watch the early morning sun,drip like blood from the day,See the busy people run,so many games to playSee the blue suburban dream,under the jet plane sky,Sleep away and dream a dreamLife is just a lullabyAhh, and everything will flowAhh, you know everything will flowAhh...Watch the day begin again,Whispering into the night,See the pretty people play,Hurrying under the light,A million cars, a million trains,Under the jet plane skyNothing lost and nothing gainedLife is just a lullabyAhh, and everything will flowAhh, I said everything will flowAhh, you know everything will flowAhh...Ahh, and everything will flowAhh, you know everything will flowThe neon lights in the night tonightwill say ""everything will flow""The stars that shine in the open skywill say ""everything will flow""The lovers kissed with an opennesswill say ""everything will flow""The cars parked in the hypermarketknow ""everything will flow""by lune"
48,Eyepennies,Sparklehorse,330,I will return here one dayand dig up my boats from the clayI buried nails and strings and hairand an old tooth I believe was a bear'sI held my hand in the fireit burned me down to the wiresblood suckers hide beneath my bedin black fumes of sleep so gently bledI slept with a cat on my breastslowing my heart stealing my breathat sunrise the monkeys will flyand leave me with pennies in my eyesI will return here one dayand dig up my boats from the clayI buried nails and string and hairand that old tooth I believe was a bear'sat sunrise the monkeys will flyand leave me with pennies in my eyes
49,Fire Burning,Sean Kingston,245,"Somebody call 911Shawty fire burning on the dance floorKingstonLetâs GoHey, hey, heyRed OneHey HeyShawty got that super thingHotter than the sun of south in spainGot me soon as I walked through the doorMy pocket started tickle-ingThe way she dropped it low that thangGot me wanna spend my money on her, herShe get it pop it lock it drop it,That birthday cake,Got a candle, need to blow that crazy flame awayNow take my red, black card and my jewelleryShawty is cool like the fire,Cool like fireSomebody call 911Shawty fire burning on the dance floorWhoaI gotta cool her downShe won't bring the roof to ground on the dance floorWhoaSheâs fire burning, fire burning on the dance floorThat little shawtyâs fire burning on the dance floorShe's fire burning fire burning on the dance floorThat little shawtyâs fire burning on the dance floorFire burning fire burningThat body is a masterpieceThe order is one in every hundred yearsBut ainât no doubt iâm taking it home......Little mama game is about to changeSheâll be on covers over the worldShe get it pop it lock it drop it that birthday cakeGot a candle need to blow that crazy flame awayTake my red, black card and my jewelleryShawty is cool like the fireCool like fireSomebody call 911Shawty fire burning on the dance floorWhoaI gotta cool her downShe won't bring the roof to ground on the dance floorWhoaSheâs fire burning, fire burning on the dance floorThat little shawtyâs fire burning on the dance floorShe's fire burning, fire burning on the dance floorThat little shawtyâs fire burning on the dance floorShe got that fire in her dance thatâll make them fellaâs run aroundHeyNo exit from the dance floor so them boys want moreHeyShe got that fire in her dance thatâll make them fellaâs run around..... get outta my way , everybody, sing it nowNo exit from the dance floor so them boys want moreShe get it pop it lock it drop it that birthday cakeGot a candle need to blow that crazy flame awayTake my red , black card and my jewelleryShawty is cool like the fireCool like fireSomebody call 911Shawty fire burning on the dance floorWhoaI gotta cool her downShe won't bring the roof to ground on the dance floorWhoaSheâs fire burning, fire burning on the dance floorThat little shawtyâs fire burning on the dance floorShe's fire burning, fire burning on the dance floorThat little shawtyâs fire burning on the dance floorSomebody call 911"
50,Flying,Anathema,358,Started a search to no availa light that shines behind the veil trying to find itand all around us everywhereis all that we could ever share if only we could see itfeel there's truth that's beyond melife ever changing weaving destinyAnd it feels like i'm flying above youdream that i'm dying to find the truthseems like your trying to bring me downback down to earth back down to earthLayers of dust and yesterdaysshadows fading in the haze of what i couldn't sayand though i said my hands were tiedtimes have changed and now i find i'm free for the first timefeel so close to everything nowstrange how life makes sense in time nowAnd it feels like i'm flying above youdream that i'm dying to find the truthseems like your trying to bring me downback down to earth back down to earthback down to earth back down to earth
51,Follow You Down To The Red Oak Tree,James Vincent McMorrow,204,"Follow You Down to the Red Oak Tree - James Vincent McMorrowFollow you down to the red oak treeAs the air moves thick through the hollow reedsWill you wait for me there until someone comesTo carry me, carry me downSee I have not, I have not grown coldI have stole from men who have stole from thoseWith their arms so thin and their skin so oldBut you are young, you are young, you are youngThen somebody laughs like it's all just for hellAs though we could not be savedfrom the depth of the wellBut the cloth that I make is a cloth you can sellTo pay for the gossamer seedsNames get carved in the red oak treeOf the ones who stay and the ones who leaveI will wait for you there with these cindered bonesSo follow me, follow me downFollow me, follow me downFollow me, follow me downFollow me, follow me down"
52,Forever Young,Alphaville,226,"Let's dance in style,Let's dance for a whileHeaven can wait,We're only watching the skiesHoping for the bestBut expecting the worstAre you going to drop the bomb or notLet us die young or let us live foreverWe don't have the powerBut we never say neverSitting in a sandpit,Life is a short tripThe music's for the sad menCan you imagine when this race is won??Turn our golden faces into the sunPraising our leaders,We're getting in tuneThe music's played by the madmenForever young, I want to be forever youngDo you really want to live foreverForever and everForever young, I want to be forever youngDo you really want to live foreverForever youngSome are like waterSome are like the heatSome are a melody and some are the beatSooner or later, they all will be goneWhy don't they stay young?It's so hard to get old without a causeI don't want to perish like a fading horseYouth's like diamonds in the sunAnd diamonds are foreverSo many adventures couldn't happen todaySo many songs we forgot to playSo many dreams swinging out of the blueWe'll let them come trueForever young, I want to be forever youngDo you really want to live foreverForever and everForever young, I want to be forever youngDo you really want to live foreverForever and everForever young, I want to be forever youngDo you really want to live forever"
53,Forget Her,Jeff Buckley,313,While this town is busy sleepingAll the noises died awayI walk the streets to stop my weepingBut she'll never change her waysDon't fool yourselfShe was heartache from the moment that you met herMy heart feels so stillAs I try to find the will to forget her somehowOh I think I've forgotten her nowHer love is a rose pale and dyingDropping her petals and man I knowAll full of wine the world before herBut sober with no place to goMy heart is frozen stillShe's somewhere out there nowOh my tears folded down as I tried to forgetHer love was a joke from the day that we metAll of the words all of her menAll of my pain when I think back to whenRemember her hair as it shone in the sunIt was there on the bed when I knew what she'd doneTell yourself over and over you wont ever need her againBut don't fool yourselfOh my heart is frozen stillShe's out there somewhere nowOhShe was heartache from the day that i first met herAs I try to find the will to forget you somehow'Cause I know you're somewhere out there right nowå¶ä½äºº:æå®æ³
54,Forgotten Hopes,Anathema,231,Forgotten Hopes - AnathemaHey you..rotting in your alcoholic shellBanging on the wallsof your intoxicated mindDo you ever wonderwhy you were left aloneAs your heart grew colderand finally turned to stoneDid I punish you for dreaming?Did I break your heartand leave you crying?Do you ever dream of escaping?Don't you ever dream of escaping...Pathetic oblivionForgotten hopes buriedin your soul's lonely gravePathetic oblivionRemember how you werebefore you locked your heart awayDid I punish you for dreaming?Did I break your heart and leave you crying?Do you ever dream of escaping?Don't you ever dream of escaping...-End-
55,Foundations,Kate Nash,249,"Thursday night, every thing\'s fine, except you\'ve got that look in your eyewhen I\'m tellin\' a story and you find it boring,you\'re thinking of something to say.You\'ll go along with it then drop it and humiliate me in front of our friends.Then I\'ll use that voice that you find annoyin\' and say something like\""yeah, intelligent input, darlin\', why don\'t you just have another beer then?\""Then you\'ll call me a bitchand everyone we\'re with will be embarrassed,and I wont give a shit.My finger tips are holding onto the cracks in our foundation,and I know that I should let go,but I can\'t.And every time we fight I know it\'s not right,every time that you\'re upset and I smile.I know I should forget, but I can\'t.You said I must eat so many lemons\'cause i am so bitter.I said\""I\'d rather be with your friends mate \'cause they are much fitter.\""Yes, it was childish and you got aggressive,and I must admit that I was a bit scared,but it gives me thrills to wind you up.My finger tips are holding on to the cracks in our foundation,and I know that I should let go,but I can\'t.And every time we fight I know it\'s not right,every time that you\'re upset and I smile.I know I should forget, but I can\'t.Well, I\'ll leave you there \'till the mornin\',and I purposely wont turn the heating onand dear God, I hope I\'m not stuck with this one.My finger tips are holding onto the cracks in our foundation,and I know that I should let go,but I can\'t.And every time we fight I know it\'s not right,every time that you\'re upset and I smile.I know I should forget, but I can\'t.And every time we fight I know it\'s not right,every time that you\'re upset and I smile.I know I should forget, but I can\'t.And every time we fight I know it\'s not right,every time that you\'re upset and I smile.I know I should forget, but I can\'t."
56,God Is A Girl,Groove Coverage,225,Remembering meDiscover and seeAll over the worldShe's known as a girlTo those who a freeThe mind shall be keyForgotten as the past'Cause history will lastGod is a girlWherever you areDo you believe it  can you recieve it?God is a girlWhatever you sayDo you believe it can you recieve it?God is a girlHowever you liveDo you believe it can you recieve it?God is a girlShe's only a girlDo you believe it can you recieve it?She wants to shineForever in timeShe is so driven she's always mineCleanly and freeShe wants you to beA part of the futureA girl like meThere is a sky  Illuminating usSomeone is out thereThat we truly trustThere is a rainbow for you and meA beautiful sunrise eternallyGod is a girlWherever you areDo you believe it can you recieve it?God is a girlWhatever you sayDo you believe it can you recieve it?God is a girlHowever you liveDo you believe it can you recieve it?God is a girlShe's only a girlDo you believe it can you recieve it?
57,Goodbye my lover,James blunt,253,"Did I disappoint you or let you down?Should I be feeling guilty or let the judges frown?'Cause I saw the end before we'd begun,Yes I saw you were blinded and I knew I had won.So I took what's mine by eternal right.Took your soul out into the night.It may be over but it won't stop there,I am here for you if you'd only care.You touched my heart you touched my soul.You changed my life and all my goals.And love is blind and that I knew when,My heart was blinded by you.I've kissed your lips and held your head.Shared your dreams and shared your bed.I know you well, I know your smell.I've been addicted to you.Goodbye my lover.Goodbye my friend.You have been the one.You have been the one for me.Goodbye my lover.Goodbye my friend.You have been the one.You have been the one for me.I am a dreamer but when I wake,You can't break my spiritit's my dreams you take.And as you move on, remember me,Remember us and all we used to beI've seen you cry, I've seen you smile.I've watched you sleeping for a while.I'd be the father of your child.I'd spend a lifetime with you.I know your fears and you know mine.We've had our doubts but now we're fine,And I love you, I swear that's true.I cannot live without you.Goodbye my lover.Goodbye my friend.You have been the one.You have been the one for me.Goodbye my lover.Goodbye my friend.You have been the one.You have been the one for me.And I still hold your hand in mine.In mine when I'm asleep.And I will bear my soul in time,When I'm kneeling at your feet.Goodbye my lover.Goodbye my friend.You have been the one.You have been the one for me.Goodbye my lover.Goodbye my friend.You have been the one.You have been the one for me.I'm so hollow, baby, I'm so hollow.I'm so, I'm so, I'm so hollow.I'm so hollow, baby, I'm so hollow.I'm so, I'm so, I'm so hollow."
58,Gravity,Sara Bareilles,233,"Something always brings me back to you.It never takes too long.No matter what I say or doI'll still feel you here 'til the moment I'm gone.You hold me without touch.You keep me without chains.I never wanted anything so much than to drown in your loveand not feel your rain.Set me free, leave me be.I don't want to fall another moment into your gravity.Here I am and I stand so tall,just the way I'm supposed to be.But you're on to me and all over me.Oh You loved me 'cause I'm fragile.When I thought that I was strong.But you touch me for a little whileand all my fragile strength is gone.Set me free, leave me be.I don't want to fall another moment into your gravity.Here I am and I stand so tall,just the way I'm supposed to be.But you're on to me and all over me.I live here on my knees as I try to make you see thatyou're everything I think I need here on the ground.But you're neither friend nor foe though I can't seem to let you go.The one thing that I still know is that you're keeping me downHu~keeping me down... yeah yeah yeahBut you're on to me on to me and all over meSomething always brings me back to you.It never takes too long...bye.. meimei"
59,Half Life,Imogen Heap,242,"I knew that I'd get like this againThat's why I try to keep at bayBe a hundred percentwhen I'm with you and thenA perfect heart's length awayThe stickler is you've playednot one beat wrongYou never promised me anythingEven sat me down,warned me just how they fallAnd I knew the odds were I'd never winAnd here I amIt's a half lifewith you as my quarterbackA daft lifeMy self-worth measured in text back tempoIt's been 2 days and 8 minutes too slowThere may well be othersbut I still like to pretendthat I'm the one youreally want to grow old withYou've got a schedule to stick toGot a world to keep sweetIt's so much to everyone all the timeWill you ever slow down?Will I ever come first?The universe contracts decideIt's a half lifeWith you as my quarterbackA daft lifeIt's a half lifeWith you as my quarterbackA daft lifeYou know you'll never be lonelyYou know you'll always be lovedAnd maybe you'll never need more than thatOf the sad place that loves,what's to become of us?Does it even register on your conscience?Along for one last showdownFrom a box in the crowd,air compressed tight to explodeI'm clenching my ticket to the only way outAs you disappear in a puff of smokeIt's a half lifeWith you as my quarterbackA daft life"
60,Hallelujah,Rufus Wainwright,249,"I've heard there was a secret chordThat David played and it pleased the LordBut you don't really care for music, do you? It goes like this...the fourth, the fifthThe minor fallThe major liftThe baffled King composing Hallelujah HallelujahHallelujahHallelujahHallelujah Your faith was strong but you needed proofYou saw her bathing on the roofHer beauty and the moonlight overthrew you She tied you to a kitchen chairShe broke your throneShe cut your hairAnd from your lips she drew the Hallelujah Maybe I have been here beforeI know this room, I've walked this floorI used to live alone before I knew you I've seen your flag on the marble archLove is not a victory marchIt's a cold and it's a broken Hallelujah There was a time you let me knowWhat's real and going on belowBut now you never show it to me, do you? And remember when I moved in youThe holy dark was moving tooAnd every breath we drew was Hallelujah Maybe there's a God aboveAnd all I ever learned from loveWas how to shoot at someone who outdrew you And it's not a cry you can hear at nightIt's not somebody who's seen the lightIt's a cold and it's a broken Hallelujah"
61,Happily Never After,The Pussycat Dolls,289,"""I don't think I want this anymore,""As she drops the ring to the floorShe says to herself, ""You've left before,"" (yeah)""This time you will stay gone, that's for sure."" (yeah)And he shouted something asShe dragged her suitcase down the pathTo the drivewayShe had never gone that farNormally this would beThe time that sheWould let him talk her out of leavingBut this time, without crying,As she got into her car, she said,""No'Happily Never After'That just ain't for meBecause finallyI knowI deserve better, after all (ooooh)I'll never let another teardrop fall."" (FaLl)As she drove away she starts to smile, yeahRealized she hadn't for a whileNo destination, she drove for milesWondering why she stayed in such denialShe was laughing about the way he shouted something as(shouted something as)She dragged her suitcase down the pathTo the driveway (to the driveway),She had never gone that far (oh, no)Normally this would be, the time that she (yeah)Would let him talk her out of leaving,But this time, without crying,As she got into her car, she said""No'Happily Never After'That just ain't for me(that just ain't for me)Because finally,I know I deserve betterAfter all(that just ain't for me, yeah, yeah yeah, yeah)I'll never let another teardrop fall.""I'm done, I'm done, said I'm so done, (so done, yeah)I'm free, I'm free, so freeFree to feel the way I feel, yeah.She inhales a breath she'd never breathed beforeDon't want no drama no more.'Cause she says "" No'Happily Never After' (after)That just ain't for me"" (oh, oh)""I know (I know)I deserve, after all (ooooh/Don't wanna be/breathe)I know I'll never let another teardrop fall""(I'm done, I'm done)""No'Happily Never After' (so done)(I'm free, I, free)That just ain't for me"" (that just ain't for me)because finally,I know (I'm done, I'm done) I deserve better (so done), after all(I'm free, I'm free)/(ooooooooo)I'll never let another teardrop fall""(trailing vocals, ""I'm done, ""I'm done"" ""I'm done"",""I'm done, so done, so done"")Said I'm done, I'm done, I'm done"
62,Happiness,The Fray,325,"Happiness is outside my windowThought it crash blowing 80-miles an hourHappiness a little more like knockingOn your door, and you just let it in?Happiness feels a lot like sorrowLet it be, you can't make it come or goBut you are gone not for good but for nowGone for now feels a lot like gone for goodHappiness is a firecracker sitting on my headboardHappiness was never mine to holdCareful child, light the fuse and get away'Cause happiness throws a shower of sparksHappiness damn near destroys youBreaks your faith to pieces on the floorSo you tell yourself, that's probably enough for nowHappiness has a violent roarHappiness is like the old man told meLook for it, but you'll never find it allBut let it go, live your life and leave itThen one day, wake up and she'll be homeHomeShe'll beShe'll beShe'll be homeShe'll be homeShe'll be homeShe'll be homeShe'll be homeShe'll be homeShe'll be homeShe'll be homeShe'll be"
63,Happy Xmas (War Is Over),The Moody Blues,158,So this is XmasAnd what have you doneAnother year overAnd a new one just begunAnd so this is XmasI hope you have funThe near and the dear oneThe old and the youngA very Merry XmasAnd a happy New YearLet\'s hope it\'s a good oneWithout any fearAnd so this is XmasFor weak and for strongFor rich and the poor onesThe world is so wrongAnd so happy XmasFor black and for whiteFor yellow and red onesLet\'s stop all the fightA very Merry XmasAnd a happy New YearLet\'s hope it\'s a good oneWithout any fear(intermezzo)And so happy XmasWe hope you have funThe near and the dear oneThe old and the youngA very Merry XmasAnd a happy New YearLet\'s hope it\'s a good oneWithout any fearWar is overIf you want itWar is overNow~War is overIf you want itWar is overNow~War is overIf you want itWar is overNow~War is overIf you want itWar is overNow~
64,Haunted,Radical Face,323,I can hear the carAs it rumbles up the drivewayBut I'm too scared to lookSo I curl up beneath the windowAnd I pray they won't find meAnd I pray that I'll keep stillI see your face in the glassWith branches growing from your mouthYou wear the moon like a haloYou wear the night like it's your coatAnd you're always laughingBut you always look afraidI think we're hauntedHands against my eyesI hear you crying in your sleepI think we're hauntedï¼Clouds are coming down the chimneyï¼No we're never aloneï¼And are trees falling through the windowsï¼I think we're hauntedï¼Now they're stuck in the ceilingï¼And we're swimming through ghostsï¼The rain is pouring on the dying roofï¼Yeah I think we're hauntedï¼Clouds are blowing up and down the wallsï¼No we're never aloneï¼Water's flooding on the kitchen floorï¼I think we're hauntedThe words are all taking it backWe've overstayed our welcomeIt's time we were gone
65,Haunted,Taylor Swift,248,"You and I walk a fragile lineI have known it all this timeBut I never thought I'd live to see it breakIt's getting dark and it's all too quietAnd I can't trust anything nowAnd it's coming over you like it's all a big mistakeWoah, holding my breathWoah, lose you againSomething's made your eyes go coldC'mon, c'mon don't leave me like thisI thought I had you figured outSomething's gone terribly wrongYou're all I wantedC'mon, c'mon don't leave me like thisI thought I had you figured outCan't breathe whenever you're goneCan't turn back nowI'm hauntedStood there and watched you walk awayFrom everything we hadBut I still mean every word I said to youHe will try to take away my painAnd he just might make me smileBut the whole time I'm wishing he was you insteadOh, holding my breathWoah, see you againSomething keeps me holding onto nothingC'mon, c'mon don't leave me like thisI thought I had you figured outSomething's gone terribly wrongYou're all I wantedC'mon, c'mon don't leave me like thisI thought I had you figured outCan't breathe whenever you're goneCan't turn back nowI'm hauntedI know, I knowI just knowYou're not goneYou can't be gone, noC'mon, c'mon don't leave me like thisI thought I had you figured outSomething's gone terribly wrongWon't finish what you startedC'mon, c'mon don't leave me like thisI thought I had you figured outCan't breathe whenever you're goneCan't go backI'm hauntedOh... Oh...You and I walk a fragile lineI have known it all this timeNever ever thought I'd see it breakNever thought I'd see it"
66,Heaven,Beyonce,231,"I fought for youThe hardest, it made me the strongestSo tell me your secretsI just can't stand to see you leavingBut heaven couldn't wait for youNo heaven couldn't wait for youHeaven couldn't wait for youNo heaven couldn't wait for youSo go on, go homeWe laughed at the darknessSo scared that we lost itWe stood on the ceilingsYou showed me love was all you neededheaven couldn't wait for youheaven couldn't wait for youHeaven couldn't wait for youNo heaven couldn't wait for youHeaven couldn't wait for youheaven couldn't wait for youNo heaven couldn't wait for youHeaven couldn't wait for youSo go on, go homeSo go on, go home"
67,Here Come The Tears,Judas Priest,276,"Once I dreamed that love would come and sweep me up awayNow it seems life's passed me by, I'm still alone todayHere come the tearsLooks like it'll always be the sameNo one here to comfort meHere come the tearsAll alone, no one caresSo much to give to you all out thereTake me now, in your armsLet me rest, safe from harmOhhh.... I want to be lovedI need to be lovedWon't somebody love meHere Comes The TearsJudas PriestSin After SinHere they come, here come the tearsHere come the tears"
68,Here Comes A Regular,The Replacements,291,"Well, a person can work up a mean, mean thirstAfter a hard day of nothin' much at allSummer's passed, it's too late to cut the grassThere ain't much to rake anyway in the fallAnd sometimes I just ain't in the moodTo take my place in back with the loudmouthsYou're like a picture on the fridge that's never stocked with foodI used to live at home, now I stay at the houseAnd everybody wants to be special hereThey call your name out loud and clearHere comes a regularCall out your nameHere comes a regularAm I the only one here today?Well, a drinkin' buddy that's bound to another townOnce the police made you go awayAnd even if you're in the arms of someone's baby nowI'll take a great big whiskey to you anywayAnd everybody wants to be someone's hereSomeone's gonna show up, never fear'Cause here comes a regularCall out your nameYes, now here comes a regularAm I the only one who feels ashamed?Kneeling alongside old Sad EyesHe says, ""Opportunity knocks once, then the door slams shut""All I know is I'm sick of everything that my money can buyThe fool who wastes his life, God rest his gutsFirst the lights, then the collar goes up and the wind begins to blowTurn your back on a pay-you-back, last callFirst the glass, then the leaves that pass, then comes the snowAin't much to rake anyway in the fall"
69,Here Without You,3 Doors Down,251,"A hundred days have made me olderSince the last time that I saw your pretty faceA thousand lies have made me colderAnd I don't think I can look at this the sameAll the miles that separateDisappear now when I'm dreamin' of your faceI'm here without you babyBut you're still on my lonely mindI think about you baby and I dream about you all the timeI'm here without you babyBut you're still with me in my dreamsAnd tonight, there's only you and me.The miles just keep rollin'As the people leave their way to say helloI've heard this life is overratedBut I hope that it gets better as we go.I'm here without you babyBut you're still on my lonely mindI think about you baby and I dream about you all the timeI'm here without you babyBut you're still with me in my dreamsAnd tonight girl, there's only you and me.Everything I know, and anywhere I goIt gets hard but it won't take away my loveAnd when the last one falls, when it's all said and done.It gets hard but it won't take away my loveI'm here without you babyBut you're still on my lonely mindI think about you baby and I dream about you all the timeI'm here without you babyBut you're still with me in my dreamsAnd tonight girl, there's only you and me"
70,Hero,Mariah Carey,260,There's a heroIf you look inside your heartYou don't have to be afraidOf what you areThere's an answerIf you reach into your soulAnd the sorrow that you knowWill melt awayAnd then a hero comes alongWith the strength to carry onAnd you cast your fears asideAnd you know you can surviveSo when you feel like hope is goneLook inside you and be strongAnd you'll finally see the truthThat a hero lies in youIt's a long roadWhen you face the world aloneNo one reaches out a handFor you to holdYou can find loveIf you search within yourselfAnd the emptiness you feltWill disappearAnd then a hero comes alongWith the strength to carry onAnd you cast your fears asideAnd you know you can surviveSo when you feel like hope is goneLook inside you and be strongAnd you'll finally see the truthThat a hero lies in youLord knowsDreams are hard to followBut don't let anyoneTear them awayThere will be tomorrowIn timeYou'll find the wayAnd then a hero comes alongWith the strength to carry onAnd you cast your fears asideAnd you know you can surviveSo when you feel like hope is goneLook inside you and be strongAnd you'll finally see the truthThat a hero lies in youThat a hero lies in youThat a hero lies in you 
71,Holiday In Spain,Counting Crows,230,"Got no place to goBut there's a girl waiting for me down in MexicoShe got a bottle of tequila, a bottle of ginAnd if I bring a little music I could fit right inWe got airplane ridesWe got California drowning out the window sideWe've got big black carsAnd we got stories how we slept with all theMovie starsI may take a holiday in SpainLeave my wings behind meDrink my worries down the drainAnd fly away to somewhere newHop on my choo-chooI'll be your engine driver in a bunny suitIf you dress me up in pink and whiteWe may be just a little fuzzy 'bout it later tonightShe's my angelShe's a little better than the one that used to be with meCause she liked to scream at meMan, it's a miracle that she's not living up in a treeI may take a holiday in SpainLeave my wings behind meDrive this little girl insaneAnd fly away to someone newEverybody's goneThey left the television screaming that the radio's onSomeone stole my shoesBut there's a couple of bananasAnd a bottle of boozeOh well, happy new year's baby!We could probably fix it if we clean it up all dayOr we could simply pack our bagsAnd catch a plane to Barcelona 'cause this city's a dragI may take a holiday in SpainLeave my wings behind meFlush my worries down the drainAnd fly away to somewhere newTake a holiday in SpainLeave my wings behind meDrive this little girl insaneFly away to someone newFly away to someone newFly away to someone new"
72,Home,Michael Bubl¨¦,542,"Another summer dayIs come and gone awayIn Paris and RomeBut I wanna go homeMaybe surrounded byA million people IStill feel all aloneI just wanna go homeOh I miss you, you knowAnd I've been keepingall the letters that I wrote to youEach one a line or twoI'm fine baby, how are youWell I would send them butI know that it's just not enoughMy words were cold and flatAnd you deserve more than thatAnother aerorplaneAnother sunny placeI'm lucky I knowBut I wanna go homeMmmm, I've got to go homeLet me go homeI'm just too far from where you areI wanna come homeAnd I feel just likeI'm living someone else's lifeIt's like I just stepped outsideWhen everything was going rightAnd I know just why you could notCome along with meBut this was not your dreamBut you always believe in meAnother winter day has comeAnd gone awayAnd even Paris and RomeAnd I wanna go homeLet me go homeAnd I'm surrounded byA million people IStill feel aloneOh, let go homeOh, I miss you, you knowLet me go homeI've had my runBaby, I'm doneI gotta go homeLet me go homeIt will all rightI'll be home tonightI'm coming back home"
73,Hope There'S Someone,Antony & The Johnsons,261,"Hope there's someoneWho'll take care of meWhen I die, will I goHope there's someoneWho'll set my heart freeNice to hold when I'm tiredThere's a ghost on the horizonWhen I go to bedHow can I fall asleep at nightHow will I rest my headOh I'm scared of the middle placeBetween light and nowhereI don't want to be the oneLeft in there, left in thereThere's a man on the horizonWish that I'd go to bedIf I fall to his feet tonightWill allow rest my headSo here's hoping I will not drownOr paralyze in lightAnd godsend I don't want to goTo the seal's watershedHope there's someoneWho'll take care of meWhen I die, Will I goHope there's someoneWho'll set my heart freeNice to hold when I'm tired"
74,How,regina spektor,288,"How can I forget your love?How can I never see you again?Thereâs a time and placeFor one more sweet embraceAnd thereâs a time, oohWhen it all, oohWent wrongI guess you know by nowThat we will meet again somehowOh, oh, oh babyHow can I begin again?How can I try to love someone new?Someone who isnât youHow can our love be true?When Iâm not, oohIâm not over youI guess you know by nowThat we will meet again somehowTime can come and take away the painBut I just want my memories to remainTo hear your voiceTo see your faceThereâs not one moment Iâd eraseYou are a guest here nowSo babyHow can I forget your love?How can I never see you again?How can I ever know why some stay and others go?When I donât, oohI donât want you to goI guess I know by nowThat we will meet again somehowTime can come and wash away the painBut I just want my mind to stay the sameTo hear your voiceTo see your faceThereâs not one moment Iâd eraseYou are a guest here nowSo babyHow can I forget your love?How can I never see you again?"
